"","id","nature.of.business","business.cycle","business.type","classification","responsibility.1","responsibility.2","responsibility.3","responsibility.4","knowledge.of.org","products.services","business.orientation","org.governance","business.process.design","risk.mgmt","budgeting","quality.mgmt","process.mgmt","value.realisation","mgmt.multiple.priority","relationship.mgmt","emotional.intelligence","partnering.for.client.success","goal.setting","organisation.structuring","planning.organising","resource.mgmt","strategic.thinking","system.thinking","talent.mgmt","visioning","managing.change","judgement.decision.making","customer.market.focus","performance.planning","programme.mgmt","embracing.challenge","enterprise.analysis","auditing","organisation.comm","public.relations","shareholder.relation","crm","cost.benefit.analysis","fin.risk.mgmt","legal.function","marketing.function","procurement.function","sales.function"
"1232",1232,"technology","stable","private","average","3","3","4","4","2","4","2","3","3","3","4","2","4","2","4","3","4","4","4","4","3","3","2","3","3","4","3","4","3","3","3","3","3","3","4","4","3","4","4","4","2","4","4","3"
"1233",1233,"services","stable","private","aboveaverage","4","3","3","3","4","4","4","5","4","4","5","5","4","4","4","4","4","5","4","5","4","5","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","5","4","4","4","4","4"
"1234",1234,"fmcg","growth","private","belowaverage","4","2","2","4","3","3","2","3","3","4","4","3","3","3","4","4","4","3","2","3","2","4","3","4","4","3","3","3","3","2","4","4","3","2","3","3","4","4","4","3","4","4","4","4"
"1235",1235,"financial","stable","gov-linked","aboveaverage","5","5","4","4","5","4","4","5","5","4","4","4","4","4","4","4","4","5","5","5","4","4","4","4","4","4","4","5","5","5","4","4","4","5","4","4","4","4","4","4","4","4","4","4"
"1236",1236,"fmcg","stable","public","average","3","3","4","2","2","4","2","4","3","2","3","3","3","4","2","3","3","4","3","4","3","3","4","3","2","4","2","3","4","4","3","3","4","4","2","4","4","2","4","3","3","3","4","3"
"1237",1237,"government","startup","government","aboveaverage","4","3","3","4","5","4","5","4","4","5","4","4","5","4","5","4","4","4","5","4","4","4","4","5","5","5","4","5","4","5","4","5","4","4","5","4","5","5","4","4","4","4","4","4"
"1238",1238,"utilities","stable","public","average","3","3","4","3","2","4","3","4","3","3","2","4","4","2","3","3","4","3","3","3","2","3","4","3","3","3","2","4","3","3","4","3","2","4","4","3","3","3","4","4","3","4","2","2"
"1239",1239,"government","stable","government","average","3","3","4","4","4","2","4","3","3","4","3","3","3","3","2","2","2","4","3","4","3","4","4","4","3","3","4","4","3","4","3","2","3","3","3","2","3","4","4","3","3","4","2","3"
"1240",1240,"others","stable","private","average","2","3","2","3","2","2","3","3","4","2","4","3","4","4","2","3","3","4","4","2","3","4","3","3","3","3","3","3","4","3","3","4","3","3","3","3","2","3","4","4","4","4","4","3"
"1241",1241,"financial","growth","gov-linked","average","2","2","3","4","2","2","3","4","3","2","3","3","2","2","3","3","2","3","3","4","3","4","3","3","4","2","3","3","3","2","3","4","2","4","4","4","3","4","2","3","3","2","3","2"
"1242",1242,"fmcg","growth","gov-linked","average","4","4","4","3","2","3","4","4","3","2","3","3","3","4","3","2","3","4","4","4","4","4","3","3","4","3","3","3","2","4","3","3","3","3","4","2","4","2","3","3","4","4","4","2"
"1243",1243,"services","stable","public","average","2","2","3","4","4","3","3","4","3","2","4","3","4","2","4","3","2","3","3","3","2","2","2","4","4","4","2","4","3","3","4","3","4","3","3","2","4","2","4","4","3","4","4","4"
"1244",1244,"others","growth","public","aboveaverage","4","4","4","4","5","4","4","4","5","4","5","5","4","5","5","4","4","4","4","4","5","4","4","4","5","4","4","4","4","4","5","4","5","5","4","5","5","4","4","5","4","4","4","5"
"1245",1245,"others","stable","others","aboveaverage","4","3","4","3","4","4","5","5","4","4","5","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","5","4","4","4","4","5","4","4","4","4","5","4","5","4","5","5"
"1246",1246,"technology","decline","public","average","4","3","2","4","2","3","4","2","3","4","4","3","2","3","3","3","4","4","3","4","4","4","4","2","2","4","4","3","4","3","3","3","3","2","3","4","4","3","4","2","3","3","3","3"
"1247",1247,"technology","growth","public","aboveaverage","3","3","3","3","5","5","4","5","4","4","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4"
"1248",1248,"others","stable","private","aboveaverage","4","5","3","3","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4","4","5","5","4","4","4","4","4"
"1249",1249,"financial","stable","others","average","4","2","4","3","3","3","2","2","2","3","4","4","3","3","4","2","3","2","3","3","3","3","4","4","3","4","4","3","4","3","2","2","3","4","4","3","2","3","4","2","2","3","2","4"
"1250",1250,"technology","startup","others","average","3","2","3","3","4","3","2","4","4","4","4","2","3","4","4","3","4","3","3","2","4","2","3","3","3","3","3","4","4","4","4","3","4","3","4","4","3","4","2","2","3","3","4","3"
"1251",1251,"technology","stable","private","average","2","3","3","4","3","3","4","4","4","2","4","2","4","4","4","3","2","3","2","4","4","3","4","4","4","3","4","3","3","4","3","4","4","3","3","4","2","3","2","4","3","2","4","3"
"1252",1252,"financial","growth","others","aboveaverage","4","3","4","3","5","4","4","4","4","4","4","5","4","5","4","5","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","4","5","5","4","4"
"1253",1253,"financial","trough","private","average","3","4","4","4","3","3","2","3","3","4","3","2","2","3","3","4","2","3","4","3","3","4","4","3","4","4","4","4","3","2","3","4","4","3","4","4","3","2","4","3","4","2","4","4"
"1254",1254,"government","growth","government","average","4","3","4","4","2","2","3","3","2","2","4","3","4","4","3","4","3","3","3","3","4","2","3","4","3","2","4","2","3","2","3","3","3","4","3","3","3","3","4","2","4","3","2","3"
"1255",1255,"fmcg","stable","others","aboveaverage","4","5","2","3","5","5","4","4","4","4","5","4","4","4","4","4","5","4","4","4","4","4","4","5","4","5","4","5","4","5","5","4","4","4","4","4","4","4","4","4","5","4","5","5"
"1256",1256,"financial","startup","others","average","2","2","4","2","4","3","4","3","4","4","3","3","4","3","3","2","2","4","3","2","4","3","4","4","3","3","4","4","2","3","2","3","3","2","2","2","3","4","4","4","2","4","2","3"
"1257",1257,"government","startup","government","average","3","3","2","4","4","3","2","3","4","3","3","4","3","3","4","4","4","3","4","2","4","4","3","3","2","4","3","3","2","3","4","3","3","3","3","3","3","2","4","4","3","2","4","3"
"1258",1258,"others","stable","public","average","3","3","3","4","3","3","2","3","3","3","3","3","4","4","4","3","4","3","3","3","3","3","4","3","3","3","4","4","3","4","4","4","2","4","4","3","3","4","2","4","3","4","3","4"
"1259",1259,"technology","startup","public","average","3","4","2","3","4","4","3","4","3","4","3","4","3","3","3","3","2","2","3","2","4","3","2","3","4","3","3","4","2","3","3","3","3","2","3","3","3","2","2","3","4","2","2","3"
"1260",1260,"others","growth","gov-linked","average","4","4","4","4","3","2","4","4","3","4","3","4","3","4","3","3","2","4","3","4","3","2","4","4","3","4","4","4","3","3","4","3","3","4","2","2","3","4","3","4","2","4","3","2"
"1261",1261,"financial","growth","public","average","4","3","2","4","3","3","4","3","3","4","2","2","4","4","3","3","2","2","4","4","4","3","2","3","4","4","3","3","3","3","3","3","2","3","2","4","3","3","4","4","2","2","4","4"
"1262",1262,"technology","growth","others","average","3","2","4","3","3","3","3","4","4","4","2","3","2","4","3","4","2","2","2","4","2","3","2","3","4","3","3","2","2","2","3","2","4","3","2","3","3","3","3","2","3","4","3","2"
"1263",1263,"technology","growth","others","aboveaverage","5","5","4","2","4","4","5","4","4","4","5","5","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5"
"1264",1264,"others","growth","private","average","4","3","3","3","4","3","2","3","2","3","3","3","3","2","2","2","3","4","3","2","4","4","4","4","4","4","3","3","4","4","2","4","3","4","4","4","4","3","4","3","2","3","4","3"
"1265",1265,"fmcg","growth","gov-linked","average","3","3","4","4","2","3","3","4","4","4","2","4","2","3","3","3","3","2","3","4","3","4","4","3","4","4","2","3","3","2","4","4","3","2","4","2","2","4","4","4","2","3","4","4"
"1266",1266,"financial","stable","others","average","3","4","3","4","2","3","3","2","3","3","3","3","3","3","3","3","2","3","2","3","3","2","3","3","3","2","3","3","3","4","3","3","3","3","4","4","3","3","2","4","2","2","3","4"
"1267",1267,"technology","growth","government","average","3","4","3","2","3","4","3","3","2","4","3","4","3","4","3","4","3","3","2","4","4","3","4","2","4","3","3","2","3","2","3","3","3","4","4","4","3","3","4","2","3","2","2","4"
"1268",1268,"government","stable","government","average","2","3","2","4","2","3","2","3","3","3","3","3","3","2","4","3","3","3","4","3","4","3","4","3","2","4","3","3","4","2","4","4","4","3","2","4","3","3","2","4","4","2","4","4"
"1269",1269,"services","growth","gov-linked","aboveaverage","3","3","2","3","4","4","4","4","5","5","4","4","4","4","5","4","4","5","4","5","4","5","4","5","4","4","5","5","4","4","4","4","4","4","4","5","5","5","4","5","4","4","4","4"
"1270",1270,"fmcg","decline","others","aboveaverage","5","4","4","4","5","5","4","4","5","5","4","5","5","5","5","4","5","5","4","4","4","5","5","5","4","5","4","5","4","5","4","5","5","5","4","4","5","4","4","4","4","5","4","4"
"1271",1271,"utilities","growth","gov-linked","aboveaverage","5","3","4","3","4","5","4","5","4","5","4","4","4","4","5","4","5","5","4","4","4","4","4","4","4","5","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","5","4","4"
"1272",1272,"fmcg","growth","public","aboveaverage","5","3","4","2","5","5","5","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","4","5","4","4","4","4","5"
"1273",1273,"government","startup","government","aboveaverage","4","4","4","3","3","4","4","4","5","5","5","4","4","4","4","5","4","5","4","4","4","4","5","4","4","4","4","4","5","5","5","4","4","4","4","4","5","5","4","4","4","4","4","5"
"1274",1274,"fmcg","startup","gov-linked","aboveaverage","3","3","4","2","4","4","5","4","5","5","4","4","4","5","5","4","4","4","4","4","4","5","5","4","4","4","5","5","4","4","4","4","5","4","5","5","4","4","4","4","4","5","4","4"
"1275",1275,"utilities","startup","others","average","3","3","3","4","5","3","3","4","4","4","3","2","2","4","4","2","4","4","3","3","4","3","4","3","4","2","3","2","2","3","4","4","3","3","4","3","3","4","4","3","3","2","4","3"
"1276",1276,"others","stable","government","aboveaverage","5","3","4","4","5","4","5","5","5","4","4","4","4","4","5","5","4","4","4","4","5","5","4","4","5","5","4","5","4","4","5","4","5","4","4","4","4","4","5","4","4","4","5","4"
"1277",1277,"fmcg","growth","public","aboveaverage","5","3","3","4","4","4","4","4","4","4","5","4","5","4","4","4","4","5","4","4","5","5","4","4","4","5","4","4","4","5","4","4","4","4","5","4","5","4","4","5","5","4","4","4"
"1278",1278,"others","decline","private","aboveaverage","4","5","4","5","4","4","5","5","5","4","5","5","5","4","5","5","5","5","5","5","5","5","4","4","5","5","4","5","4","5","5","4","5","5","4","5","4","5","5","5","5","5","5","4"
"1279",1279,"utilities","startup","private","aboveaverage","3","5","4","2","3","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","5","4","4","5","4","5","4","4","4","4","5","4","5","4","4","4","5","5","4","4","4","4"
"1280",1280,"utilities","stable","others","aboveaverage","3","4","3","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","5","4","4","4","4","4","5","4","4","5","4","4","4","4","5","4","5","4","4","4","4","4","5","4","5","5"
"1281",1281,"technology","growth","private","aboveaverage","5","3","4","2","5","4","4","5","5","4","5","4","5","4","4","5","4","4","4","4","5","4","5","4","4","5","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","5","4","4"
"1282",1282,"utilities","stable","others","average","2","2","3","4","2","3","3","3","2","3","3","3","4","4","2","3","3","4","3","3","3","3","3","4","3","4","3","3","3","3","2","2","4","4","4","3","4","3","3","2","3","3","4","3"
"1283",1283,"utilities","growth","others","average","3","2","4","4","2","3","3","4","3","4","4","3","4","4","2","4","3","3","2","3","2","3","4","3","2","2","3","3","3","3","2","3","4","4","2","2","3","4","3","2","4","4","4","4"
"1284",1284,"technology","growth","others","average","3","3","4","3","4","3","3","3","2","4","4","4","4","4","3","4","4","4","3","3","3","2","3","4","3","3","2","2","2","4","2","4","4","3","3","3","3","3","4","4","2","4","3","3"
"1285",1285,"services","growth","others","average","3","3","3","3","3","4","3","3","3","3","2","3","4","3","3","3","2","2","4","3","3","3","3","2","4","3","3","2","2","2","4","3","4","3","4","4","4","3","3","3","3","3","2","3"
"1286",1286,"others","trough","gov-linked","aboveaverage","5","5","5","5","5","5","4","4","4","4","4","4","5","5","5","4","5","5","5","5","4","5","5","5","4","4","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","5","4","5"
"1287",1287,"others","growth","private","average","2","4","3","3","2","4","4","4","2","3","4","3","3","4","3","4","4","3","3","2","2","2","4","4","2","3","4","4","4","3","3","4","4","4","3","4","2","4","3","3","4","4","3","4"
"1288",1288,"technology","startup","private","aboveaverage","5","3","4","2","3","4","5","5","4","4","4","4","5","4","4","5","4","4","4","5","4","4","4","5","5","4","4","5","4","5","5","4","4","5","4","4","4","4","4","4","4","4","4","4"
"1289",1289,"others","growth","private","belowaverage","3","3","3","4","3","3","3","4","3","3","4","2","2","4","3","4","4","2","4","3","4","4","3","3","3","2","4","4","3","4","2","3","3","3","3","3","4","2","3","2","3","3","3","4"
"1290",1290,"technology","startup","private","average","4","2","2","3","4","4","3","4","4","2","4","2","3","3","3","3","2","3","3","3","2","3","3","2","2","3","3","2","3","3","3","2","3","3","3","3","3","2","2","4","2","2","3","3"
"1291",1291,"technology","startup","others","average","2","2","2","3","4","2","3","2","2","2","4","4","3","4","3","2","4","3","3","4","3","4","3","4","4","3","4","2","3","3","3","4","3","3","4","3","2","2","2","3","3","4","2","4"
"1292",1292,"others","growth","government","average","4","3","4","3","2","4","3","3","3","3","3","3","3","4","4","2","4","4","3","3","2","2","2","3","4","2","2","3","4","4","4","3","2","2","3","3","3","3","2","3","3","2","4","4"
"1293",1293,"utilities","growth","private","average","3","4","4","2","3","4","2","3","4","2","3","4","2","3","4","2","4","3","3","3","3","3","3","3","3","3","3","4","2","3","3","3","2","4","3","4","3","3","3","3","2","3","4","2"
"1294",1294,"technology","growth","public","average","4","3","2","3","2","4","2","4","4","3","2","4","3","4","3","4","3","4","3","4","3","3","3","3","4","3","3","3","4","3","3","4","3","3","2","4","4","4","4","3","4","3","4","3"
"1295",1295,"government","growth","government","belowaverage","3","2","4","4","4","4","3","4","4","3","3","4","3","2","4","4","4","3","4","3","3","2","3","3","3","3","4","2","4","3","3","3","3","3","4","3","3","3","3","2","3","3","4","3"
"1296",1296,"utilities","growth","gov-linked","average","4","3","2","2","2","2","3","3","3","4","3","3","4","3","3","2","3","3","2","4","4","4","3","4","3","4","2","2","4","3","3","3","4","4","3","3","3","4","3","3","3","3","3","4"
"1297",1297,"technology","growth","others","aboveaverage","4","4","4","3","4","4","4","4","5","4","4","4","4","4","4","4","4","5","5","4","4","4","4","5","4","5","4","4","4","4","5","4","4","4","5","5","4","4","4","5","5","4","4","4"
"1298",1298,"others","decline","private","average","2","4","3","2","2","4","2","4","3","4","3","3","2","3","3","3","3","2","3","3","2","3","3","3","4","4","4","3","3","3","2","4","3","3","3","2","4","4","4","3","3","4","3","3"
"1299",1299,"others","growth","others","average","2","3","4","3","3","4","4","3","3","4","3","2","4","3","4","4","4","3","3","3","2","3","4","2","4","2","3","4","4","3","2","3","4","3","3","4","3","2","2","4","3","4","3","3"
"1300",1300,"financial","growth","private","average","2","3","3","3","2","4","3","4","3","2","3","4","3","4","2","2","3","3","4","3","3","4","4","3","2","4","3","2","2","3","2","4","2","4","3","4","2","4","3","4","3","2","4","3"
"1301",1301,"services","startup","public","average","2","2","4","4","4","2","4","4","4","4","4","2","3","4","3","3","3","3","3","4","2","2","2","2","2","2","3","3","3","3","3","3","3","2","3","4","2","2","2","3","4","3","3","3"
"1302",1302,"others","growth","public","aboveaverage","5","4","3","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4"
